"2017年06月22日","36,000","36,408","41,111","34,384","3.25"
"2017年06月21日","34,867","39,359","40,208","33,000","-11.41"
"2017年06月20日","39,359","40,578","42,028","37,941","-0.93"
"2017年06月19日","39,730","40,207","42,000","39,251","-1.19"
"2017年06月18日","40,207","41,990","42,000","40,060","-4.25"
"2017年06月17日","41,990","40,726","42,400","39,251","3.10"
"2017年06月16日","40,726","36,326","45,000","36,326","12.11"
"2017年06月15日","36,326","38,075","40,000","34,020","-4.60"
"2017年06月14日","38,075","44,321","44,670","38,075","-13.02"
"2017年06月13日","43,775","45,402","48,000","41,046","-0.38"
"2017年06月12日","43,941","37,600","48,000","37,240","16.33"
"2017年06月11日","37,774","37,199","45,550","33,000","1.54"
"2017年06月10日","37,199","31,000","38,449","31,000","20.00"
"2017年06月09日","31,000","28,821","31,000","28,591","8.15"
"2017年06月08日","28,663","27,900","31,000","27,900","2.74"
"2017年06月07日","27,900","29,387","35,000","27,900","-5.06"
"2017年06月06日","29,387","28,074","29,856","27,710","4.68"
"2017年06月05日","28,074","27,692","28,590","27,191","1.38"
"2017年06月04日","27,692","25,894","28,359","25,512","6.96"
"2017年06月03日","25,889","24,860","25,889","24,500","4.14"
"2017年06月02日","24,860","26,133","26,693","24,530","0.06"
"2017年06月01日","24,846","26,655","26,655","24,277","-6.79"
"2017年05月31日","26,655","26,998","27,476","24,898","2.96"
"2017年05月30日","25,889","22,422","26,846","21,412","14.14"
"2017年05月29日","22,681","19,963","22,724","18,200","13.62"
"2017年05月28日","19,963","19,085","22,400","18,000","4.60"
"2017年05月27日","19,085","19,500","19,766","14,400","-2.13"
"2017年05月26日","19,500","20,000","24,500","16,956","-6.58"
"2017年05月25日","20,874","21,100","25,000","18,729","-1.07"
"2017年05月24日","21,100","21,000","24,750","19,495","0.48"
"2017年05月23日","21,000","17,839","22,000","17,463","17.72"
"2017年05月22日","17,839","16,572","21,000","16,423","7.64"
"2017年05月21日","16,572","14,466","16,802","13,799","14.56"
"2017年05月20日","14,466","14,441","17,000","13,392","2.49"
"2017年05月19日","14,114","10,586","14,900","10,586","33.33"
"2017年05月18日","10,586","10,083","11,123","9,868","4.98"
"2017年05月17日","10,083","10,200","10,651","9,303","-1.15"
"2017年05月16日","10,200","10,301","11,999","10,200","-0.98"
"2017年05月15日","10,301","10,183","11,749","10,183","1.16"
"2017年05月14日","10,183","10,248","10,799","10,183","-0.64"
"2017年05月13日","10,248","9,820","10,248","9,750","4.36"
"2017年05月12日","9,820","10,251","20,000","9,820","-4.21"
"2017年05月11日","10,251","10,422","11,500","10,000","-1.64"
"2017年05月10日","10,422","10,250","11,000","9,863","1.68"
"2017年05月09日","10,250","10,300","10,500","8,600","-0.49"
"2017年05月08日","10,300","10,104","11,600","9,802","-5.48"
"2017年05月07日","10,897","10,650","11,032","9,868","2.32"
"2017年05月06日","10,650","9,749","10,650","9,749","9.24"
"2017年05月05日","9,749","10,590","11,419","9,058","-7.94"
"2017年05月04日","10,590","9,017","11,200","8,987","17.45"
"2017年05月03日","9,017","8,760","9,055","8,407","2.93"
"2017年05月02日","8,760","8,200","9,163","8,200","6.83"
"2017年05月01日","8,200","8,540","9,165","7,810","-3.98"
"2017年04月30日","8,540","7,737","8,723","7,730","10.38"
"2017年04月29日","7,737","7,900","8,100","7,505","-2.06"
"2017年04月28日","7,900","7,002","7,900","7,002","13.13"
"2017年04月27日","6,983","6,000","7,000","6,000","16.39"
"2017年04月26日","6,000","5,555","6,021","5,555","8.01"
"2017年04月25日","5,555","5,500","5,593","5,500","1.00"
"2017年04月24日","5,500","5,300","5,574","5,300","3.77"
"2017年04月23日","5,300","5,309","5,309","5,271","-0.17"
"2017年04月22日","5,309","5,295","5,311","5,295","0.27"
"2017年04月21日","5,295","5,662","5,662","5,295","-6.49"
"2017年04月20日","5,662","5,200","5,662","5,200","8.89"
"2017年04月19日","5,200","6,200","6,200","5,200","-16.13"
"2017年04月18日","6,200","5,298","6,200","5,298","17.03"
"2017年04月17日","5,298","5,288","5,318","5,288","0.18"
"2017年04月16日","5,288","5,385","5,385","5,158","-1.79"
"2017年04月15日","5,385","5,108","5,385","5,108","5.42"
"2017年04月14日","5,108","5,450","5,590","5,088","-6.28"
"2017年04月13日","5,450","5,223","5,579","5,223","4.34"
"2017年04月12日","5,223","4,947","5,249","4,794","5.58"
"2017年04月11日","4,947","4,955","4,988","4,947","-0.16"
"2017年04月10日","4,955","4,826","4,999","4,768","2.67"
